"ÍSAT2008","ÍSAT2008_áp","Bálkur","Lýsing","Inniheldur","Inniheldur_einnig","Inniheldur_ekki"
"32.50.0","32500","C","Framleiðsla á tækjum og vörum til lækninga og tannlækninga","Til þessarar greinar telst búnaður og húsgögn fyrir rannsóknarstofur, tæki til skurðlækninga og annarra lækninga, búnaður og vörur til skurðlækninga, búnaður og vörur til tannlækninga og tannréttinga og gervitennur.  Til þessarar greinar telst: - Framl",,"Til þessarar greinar telst ekki: - Framleiðsla á lími eða sementi fyrir gervitennur, sjá 20.42 - Framleiðsla á raftækjabúnaði til lækninga og meðferðar, sjá 26.60 - Framleiðsla á gegndreyptu vatti, sáraumbúðum til lækninga o.þ.h., sjá 21.20 - Framleið"
"32.91.0","32910","C","Framleiðsla á sópum og burstum","Til þessarar greinar telst: - Framleiðsla á sópum og burstum, þ.m.t. burstum sem eru íhlutir vélbúnaðar, handstýrðum vélrænum gólfsópum, þveglum og fjaðrakústum, málningarpenslum, -púðum og –rúllum, skaftþvögum og öðrum burstum, sópum, þveglum o.þ.h. - ",,
"32.99.0","32990","C","Önnur ótalin framleiðsla","Til þessarar greinar telst: - Framleiðsla á öryggis- og hlífðarbúnaði: • framleiðsla á eldvarnarflíkum og öryggisfatnaði • framleiðsla á öryggisbeltum fyrir línumenn og öðrum beltum til starfstengdra nota • framleiðsla á björgunarbúnaði úr korki • fr",,"Til þessarar greinar telst ekki: - Framleiðsla á kveikjum í kveikjara, sjá 13.99 - Framleiðsla á vinnu- og þjónustufatnaði (t.d. sloppum til nota á rannsóknarstofum, vinnugöllum og einkennisbúningum), sjá 14.12 - Framleiðsla á partývörum úr pappír, sjá"
"33.11.0","33110","C","Viðgerðir á málmvörum","Til þessarar greinar teljast viðgerðir og viðhald á málmvörum úr deild 25. - Viðgerðir á geymum, kerjum og ílátum úr málmi - Viðgerðir á stáltunnum til flutninga - Viðgerðir og viðhald á vatnsgufuaflshverflum og öðrum gufuaflshverflum - Viðgerðir og v",,"Til þessarar greinar telst ekki: - Viðgerðir á miðstöðvarhitunarkerfum o.þ.h., sjá 43.22 - Viðgerðir á vélrænum lokunarbúnaði, öryggisskápum o.þ.h., sjá 80.20"
"33.12.0","33120","C","Viðgerðir á vélbúnaði","Til þessarar greinar teljast viðgerðir og viðhald á iðnaðarvélum og tækjabúnaði s.s. skerping eða uppsetning vélblaða og vélsaga,  viðgerðir á vélum og tækjum til nota í landbúnaði og öðrum þunga- og iðnaðarvélum og –tækjum (t.d. gaffallyfturum og öðrum f",,"Til þessarar greinar telst ekki:  - Viðgerðir og viðhald á bræðsluofnum og öðrum hitunarbúnaði, sjá 43.22 - Uppsetning, viðgerðir og viðhald á lyftum og rúllustigum, sjá 43.29 - Viðgerðir á tölvum, sjá 95.11"
"33.13.0","33130","C","Viðgerðir á rafeindabúnaði og optískum tækjum","Til þessarar greinar teljast viðgerðir og viðhald á vörum sem framleiddar eru í flokkum 26.5, 26.6 og 26.7 að undanskildum þeim sem teljast til heimilisbúnaðar.  Til þessarar greinar telst:  - Viðgerðir og viðhald á búnaði til mælinga, prófunar, leiðsa","Til þessarar greinar teljast einnig viðgerðir á optískum tækjum og búnaði sem telst til greinar 26.70, s.s. sjónaukum, smásjám (að undanskildum rafeinda-, róteinda-), strendingum og linsum (að undanskildum augnlinsum) og ljósmyndabúnaði, ef notkun þeirra ","Til þessarar greinar telst ekki: - Viðgerðir á ljósritunarvélum, sjá 33.12 - Viðgerðir og viðhald á tölvum og jaðarbúnaði; skjávörpum, sjá 95.11 - Viðgerðir og viðhald á fjarskiptabúnaði, sjá 95.12 - Viðgerðir á sjónvarps- og myndbandstökuvélum sem no"
"33.14.0","33140","C","Viðgerðir á rafbúnaði","Til þessarar greinar teljast viðgerðir og viðhald á vörum í deild 27, að undanskildum heimilistækjum (27.5).   - Viðgerðir og viðhald á aflspennum, dreifispennum og sérhæfðum spennubreytum - Viðgerðir og viðhald á rafhreyflum, rafölum og hreyfilrafalasa",,"Til þessarar greinar telst ekki: - Viðgerðir og viðhald á heimilistækjum, sjá 95.22 - Viðgerðir og viðhald á tölvum og jaðarbúnaði fyrir tölvur, sjá 95.11 - Viðgerðir og viðhald á fjarskiptabúnaði, sjá 95.12 - Viðgerðir og viðhald á sjónvarps-, útvarp"
"33.15.0","33150","C","Viðgerðir og viðhald á skipum og bátum","Til þessarar greinar teljast viðgerðir og viðhald á skipum og bátum. Þó flokkast endursmíði og breytingar skipa undir deild 30.  Til þessarar greinar telst: - Viðgerðir og viðhald á skipum - Viðgerðir og viðhald á skemmtibátum",,"Til þessarar greinar telst ekki: - Viðgerðir á skips- og bátavélum, sjá 33.12 - Úrelding og niðurrif skipa, sjá 38.31"
"33.16.0","33160","C","Viðgerðir og viðhald á loftförum og geimförum","Til þessarar greinar telst: - Viðgerðir og viðhald á loftförum (að undanskildum breytingum, grannskoðun og endursmíði) - Viðgerðir og viðhald á hreyflum loftfara",,"Til þessarar greinar telst ekki: - Grannskoðun og endursmíði loftfara, sjá 30.30"
"33.17.0","33170","C","Viðgerðir og viðhald á öðrum ótöldum flutningatækjum","Til þessarar greinar teljast viðgerðir og viðhald á öðrum flutningatækjum í deild 30, að undanskildum vélhjólum og reiðhjólum.   Til þessarar greinar telst: - Viðgerðir og viðhald á eimreiðum og járnbrautarvögnum (að undanskildum breytingum eða endursm",,"Til þessarar greinar telst ekki: - Viðgerðir og viðhald á vélknúnum ökutækjum, sjá 45.20 - Viðgerðir á hreyflum í eimreiðar, sjá 33.12 - Viðgerðir og viðhald á vélhjólum, sjá 45.40 - Viðgerðir á reiðhjólum, sjá 95.29"
"33.19.0","33190","C","Viðgerðir á öðrum búnaði","Til þessarar greinar telst: - Viðhald og viðgerðir á fiskinetum  - Viðgerðir á köðlum, reiðum, lérefti og segldúkum - Viðgerðir á geymslupokum fyrir áburð og íðefni - Viðgerðir eða endurbætur á viðarbrettum, fötum eða tunnum til sjóflutninga, og áþekk",,"Til þessarar greinar telst ekki: - Viðgerðir á húsgögnum til nota á skrifstofum og heimilum, lagfæring húsgagna, sjá 95.24 - Viðgerðir á reiðhjólum, sjá 95.29 - Viðgerðir og breytingar á fatnaði, sjá 95.29"
"33.20.0","33200","C","Uppsetning á vélum og búnaði til nota í atvinnuskyni","Til þessarar greinar telst sérhæfð uppsetning á vélum. Þó flokkast uppsetning á tækjum sem eru óaðskiljanlegir hlutar bygginga eða áþekkra mannvirkja, s.s. uppsetning rúllustiga, raflagna, þjófavarnarkerfa eða loftræstikerfa, undir byggingarstarfsemi.  ",,"Til þessarar greinar telst ekki: - Uppsetning á lyftum, rúllustigum, sjálfvirkum hurðum, ryksugukerfum o.þ.h., sjá 43.29 - Uppsetning hurða, stiga, útstillinga í búðum, húsgagna o.þ.h., sjá 43.32  - Uppsetning á heimilistölvum, sjá 62.09"
"35.11.0","35110","D","Framleiðsla rafmagns","Til þessarar greinar telst: - Framleiðsla raforku með jarðhita, kjarnorku, vatnsafli, gashverflum, dísilolíu, endurnýjanlegri orku o.þ.h.",,"Til þessarar greinar telst ekki: - Framleiðsla rafmagns með brennslu úrgangs, sjá 38.21"
"35.12.0","35120","D","Flutningur rafmagns","Til þessarar greinar telst: - Rekstur kerfa fyrir flutning á rafmagni frá framleiðslustaðnum til dreifikerfisins",,
"35.13.0","35130","D","Dreifing rafmagns","Til þessarar greinar telst: - Rekstur kerfa (þ.e. sem samanstanda af línum, staurum, mælum og leiðslum) sem dreifa raforku, frá framleiðslustaðnum eða flutningskerfinu, til neytenda.",,
"35.14.0","35140","D","Viðskipti með rafmagn","Til þessarar greinar telst: - Sala á rafmagni til notenda - Starfsemi miðlara eða umboðsaðila á sviði raforku sem sjá um sölu rafmagns um orkudreifikerfi sem aðrir reka - Starfsemi markaðstorga fyrir viðskipti með raforku og flutning hennar",,
"35.21.0","35210","D","Gasframleiðsla","Til þessarar greinar telst: - Framleiðsla á gasi úr aukaafurðum úr landbúnaði eða úr úrgangi - Framleiðsla á loftkenndu eldsneyti með tilteknu varmagildi, með hreinsun, blöndun og öðrum aðferðum, úr ýmsum tegundum gass þ.m.t. jarðgasi",,"Til þessarar greinar telst ekki: - Framleiðsla á óunnu jarðgasi, sjá 06.20 - Rekstur koksofna, sjá 19.10 - Framleiðsla á hreinsuðum jarðolíuafurðum, sjá 19.20 - Framleiðsla á iðnaðargasi, sjá 20.11"
"35.22.0","35220","D","Dreifing á loftkenndu eldsneyti um leiðslur","Til þessarar greinar telst ekki: - Flutningur gass um leiðslur (um langan veg), sjá 49.50",,
"35.23.0","35230","D","Viðskipti með gas um leiðslur","Til þessarar greinar telst: - Sala á gasi um leiðslur til notenda - Starfsemi gasmiðlara eða umboðsaðila sem sjá um sölu gass um gasdreifikerfi sem aðrir reka - Markaðstorg fyrir viðskipti með loftkennt eldsneyti og flutning þess",,"Til þessarar greinar telst ekki: - Heildsala á loftkenndu eldsneyti, sjá 46.71 - Smásala á flöskugasi, sjá 47.78.9"
"35.30.0","35300","D","Hitaveita; kæli- og loftræstiveita","Til þessarar greinar telst: - Framleiðsla, söfnun og dreifing  á gufu og heitu vatni til hitunar, sem orkugjafa og til annarra nota - Framleiðsla og dreifing á kældu lofti og vatni til kælingar - Framleiðsla á ís til iðnaðarnota",,
"36.00.0","36000","E","Vatnsveita, öflun og meðferð vatns","Til þessarar greinar telst: - Vatnsöflun úr ám, stöðuvötnum, brunnum o.þ.h. - Öflun regnvatns - Hreinsun vatns til vatnsveitu - Afseltun sjávar eða grunnvatns til framleiðslu vatns sem meginvöru - Dreifing vatns um leiðslur, með vörubifreiðum eða eft",,"Til þessarar greinar telst ekki: - Rekstur vökvunarbúnaðar til nota í landbúnaði, sjá 01.61 - Meðhöndlun skólps til að koma í veg fyrir mengun, sjá 37.00 - Flutningur vatns um leiðslur (um langar vegalengdir), sjá 49.50"
"37.00.0","37000","E","Fráveita","Til þessarar greinar telst: - Rekstur fráveitukerfa eða skólphreinsistöðva - Söfnun og flutningur skólps og regnvatns með hjálp fráveitukerfis, söfnunaríláta, tanka og annarra flutningatækja (ökutæki fyrir skólphreinsun o.þ.h.) - Tæming og hreinsun saf",,"Til þessarar greinar telst ekki: - Afmengun yfirborðsvatns og grunnvatns á mengunarstað, sjá 39.00 - Hreinsun og stíflulosun frárennslisröra í byggingum, sjá 43.22"
"38.11.0","38110","E","Söfnun hættulítils sorps","Til þessarar greinar telst: - Söfnun hættulítils úrgangs í föstu formi (þ.e. sorps) innan afmarkaðs svæðis, s.s. sorphirða frá heimilum og fyrirtækjum með sorptunnum,  gámum o.þ.h.  - Söfnun endurvinnanlegs efnis","Til þessarar greinar telst einnig: - Söfnun úrgangs frá byggingar- og niðurrifsstarfsemi - Söfnun og brottnám braks, s.s. spreks og grjótmulnings - Rekstur stöðva fyrir tilfærslu hættulítils sorps","Til þessarar greinar telst ekki: - Söfnun hættulegs úrgangs, sjá 38.12 - Rekstur urðunarstaða til förgunar hættulítils sorps, sjá 38.21 - Rekstur starfstöðva þar sem blandað endurnýtanlegt efni s.s. pappír, plast o.þ.h. er flokkað niður í aðgreinda flo"
"38.12.0","38120","E","Söfnun hættulegs úrgangs","Til þessarar greinar telst söfnun hættulegs úrgangs í föstu eða fljótandi formi, þ.e. úrgangs sem inniheldur sprengiefni, oxunarefni, eldfim efni, eiturefni, ertandi efni, skaðleg efni, krabbameinsvalda, tærandi efni, smitefni eða önnur efni og efnablöndu",,"Til þessarar greinar telst ekki: - Afmengun og hreinsun mengaðra bygginga, námusvæða, jarðvegs, grunnvatns, t.d. fjarlæging asbests, sjá 39.00"
"38.21.0","38210","E","Meðhöndlun og förgun hættulítils sorps","Til þessarar greinar telst meðhöndlun og förgun hættulítils sorps á föstu eða fljótandi formi: - Rekstur urðunarstaða til förgunar hættulítils sorps - Förgun hættulítils sorps með brennslu eða öðrum aðferðum sem einnig geta leitt til framleiðslu rafmagn",,"Til þessarar greinar telst ekki: - Brennsla hættulegs úrgangs, sjá 38.22 - Rekstur starfstöðva þar sem blandað endurnýtanlegt efni s.s. pappír, plast, notaðar drykkjardósir og málmar, er flokkað niður í aðgreinda flokka, sjá 38.32 - Afmengun, hreinsun "
"38.22.0","38220","E","Meðhöndlun og förgun hættulegs úrgangs","Til þessarar greinar telst meðhöndlun og förgun hættulegs úrgangs á föstu eða fljótandi formi, þ.m.t. úrgangs sem inniheldur sprengiefni, oxunarefni, eldfim efni, eiturefni, ertandi efni, krabbameinsvalda, tærandi efni, smitefni eða önnur efni og efnablön",,"Til þessarar greinar telst ekki: - Endurvinnsla kjarnorkueldsneytis, sjá 20.13 - Brennsla hættulítils úrgangs, sjá 38.21 - Afmengun, hreinsun lands, vatns; minnkun eiturefna, sjá 39.00"
"38.31.0","38310","E","Niðurrif á ónýtum hlutum","Til þessarar greinar telst niðurrif alls kyns ónýtra hluta (bíla, skipa, tölva, sjónvarpa og annars búnaðar) til endurnýtingar efna.",,"Til þessarar greinar telst ekki: - Förgun notaðra vara sem innihalda skaðleg efni, s.s. kæliskápa, sjá 38.22 - Niðurrif bíla, skipa, tölva, sjónvarpa og annars búnaðar til endursölu nothæfra hluta, sjá bálk G"
"38.32.0","38320","E","Endurnýting flokkaðra efna","Til þessarar greinar telst vinnsla úrgangs og brotajárns í endurunnið hráefni, yfirleitt með vélrænu eða efnafræðilegu ferli - Vélræn pressun málmúrgangs frá notuðum bílum, þvottavélum, reiðhjólum o.þ.h. - Vélræn samþjöppun stórra hluta úr járni - Tæti",,"Til þessarar greinar telst ekki: - Framleiðsla á nýjum fullunnum vörum úr  endurunnu hráefni, s.s. að spinna garn úr tættu textílefni, búa til pappírsdeig úr pappírsúrgangi, endursóla hjólbarða eða framleiða málm úr málmúrgangi, sjá tilsvarandi greinar í"
"39.00.0","39000","E","Afmengun og önnur þjónusta við meðhöndlun úrgangs","Til þessarar greinar telst: - Afmengun jarðvegs og grunnvatns með t.d. vélrænum, efna- eða líffræðilegum aðferðum - Afmengun iðjuvera eða –svæða, þ.m.t. kjarnorkuvera og -svæða - Afmengun og hreinsun yfirborðsvatns eftir mengunarslys, t.d. með söfnun m",,"Til þessarar greinar telst ekki: - Hreinsun vatns til vatnsveitu, sjá 36.00 - Meðhöndlun og förgun sorps og hættulegs úrgangs, sjá 38.21og 38.22 - Sópun og vatnsúðun gatna o.þ.h., sjá 81.29"
"41.10.0","41100","F","Þróun byggingarverkefna","Til þessarar greinar telst: - Þróun byggingarverkefna, einnig fyrir íbúðabyggingar, sem felst í því að sameina fjárhagslega, tæknilega og efnislega þætti til að koma byggingarverkefnunum í framkvæmd með sölu í huga",,"Til þessarar greinar telst ekki: - Bygging íbúðar- og atvinnuhúsnæðis, sjá 41.20 - Starfsemi arkitekta og verkfræðinga; þjónusta tengd verkefnastjórnun á sviði byggingarverkefna sjá 71.1"
"41.20.0","41200","F","Bygging íbúðar- og atvinnuhúsnæðis","Til þessarar greinar telst: - Smíði á íbúðarhúsnæði, s.s. einbýlis- og fjölbýlishúsum - Smíði á öðru húsnæði, s.s. verslunar-, iðnaðar- og skrifstofuhúsnæði, sjúkrahúsum, skólum, hótelum og veitingastöðum, byggingum til trúariðkunar, bílastæðahúsum og v","Til þessarar greinar telst einnig: - Að gera upp eða standsetja íbúðarbyggingar","Til þessarar greinar telst ekki: - Starfsemi arkitekta og verkfræðinga; þjónusta tengd verkefnastjórnun á sviði byggingarverkefna sjá 71.1"
"42.11.0","42110","F","Vegagerð","Til þessarar greinar telst: - Gerð vega, gatna og annarra aksturs- og gangbrauta - Vinna við yfirborð gatna, vega, brúa eða ganga, s.s malbikun, málun og aðrar merkingar, uppsetning vegriða og umferðamerkja - Lagning flugbrauta",,"Til þessarar greinar telst ekki: - Uppsetning götulýsingar og rafmagnsmerkja, sjá 43.21 - Starfsemi arkitekta og verkfræðinga; þjónusta tengd verkefnastjórnun á sviði byggingarverkefna sjá 71.1"
"42.12.0","42120","F","Lagning járnbrauta og neðanjarðarjárnbrauta",,,"Til þessarar greinar telst ekki: - Uppsetning ljósabúnaðar og rafmagnsmerkja, sjá 43.21 - Starfsemi arkitekta og verkfræðinga; þjónusta tengd verkefnastjórnun á sviði byggingarverkefna sjá 71.1"
"42.13.0","42130","F","Brúarsmíði og jarðgangagerð",,,"Til þessarar greinar telst ekki: - Uppsetning ljósabúnaðar og rafmagnsmerkja, sjá 43.21 - Starfsemi arkitekta og verkfræðinga; þjónusta tengd verkefnastjórnun á sviði byggingarverkefna sjá 71.1"
"42.21.0","42210","F","Gerð þjónustumannvirkja fyrir vatn","Til þessarar greinar telst lagning leiðslna og bygging tengdra mannvirkja.  Til þessarar greinar telst: - Mannvirkjagerð fyrir hitaveitur, vatnsveitur o.þ.h. - Gerð fráveitukerfa (þ.m.t. viðgerðir), skólpförgunar- og dælustöðva","Til þessarar greinar telst einnig: - Borun eftir vatni","Til þessarar greinar telst ekki: - Verkefnastjórnun sem tengist mannvirkjagerð, sjá 71.1 - Gerð stíflna og ræsa, sjá 42.91"
"42.22.0","42220","F","Bygging þjónustumannvirkja fyrir rafmagn og fjarskipti","Til þessarar greinar telst: - Mannvirkjagerð fyrir fjarskipta- og raflínur, orkuver",,"Til þessarar greinar telst ekki: - Verkefnastjórnun sem tengist mannvirkjagerð, sjá 71.1"
"42.91.0","42910","F","Gerð vatnsmannvirkja","Til þessarar greinar telst: - Gerð hafna og flóðgarða, smábátahafna o.þ.h. - Gerð stíflna",,"Til þessarar greinar telst ekki: - Verkefnastjórnun sem tengist mannvirkjagerð, sjá 71.1"
"42.99.0","42990","F","Bygging annarra ótalinna mannvirkja","Til þessarar greinar telst: - Bygging iðnaðamannvirkja, að undanskildu húsnæði, s.s. hreinsunarstöðva og efnaverksmiðja - Byggingarframkvæmdir, aðrar en bygging húsnæðis, s.s. mannvirkja til íþróttaiðkunar utandyra","Til þessarar greinar telst einnig: - Skipting lands í lóðir með umbótum á landi (t.d. gatnagerð, o.þ.h.)","Til þessarar greinar telst ekki: - Skipting lands án umbóta á landi, sjá 68.10 - Uppsetning á vélum og búnaði til nota í atvinnuskyni, sjá 33.20 - Verkefnastjórnun sem tengist mannvirkjagerð, sjá 71.1"
"43.11.0","43110","F","Niðurrif","Til þessarar greinar telst: - Niðurrif bygginga og annarra mannvirkja",,
"43.12.0","43120","F","Undirbúningsvinna á byggingarsvæði","Til þessarar greinar telst: - Hreinsun byggingarsvæða - Jarðvegsvinna, s.s. uppgröftur, uppfylling, jöfnun lands og sléttun byggingarsvæða, skurðgröftur, grjóthreinsun og sprengingar - Undirbúningur námusvæðis, s.s. fjarlæging yfirborðsjarðvegs og önnu","Til þessarar greinar telst einnig framræsla byggingarsvæða og lands til ræktunar- eða skógarnytja.","Til þessarar greinar telst ekki: - Boranir brunna vegna olíu- eða jarðgasvinnslu, sjá 06.10, 06.20 - Afmengun jarðvegs, sjá 39.00 - Boranir fyrir vatnsbrunnum, sjá 42.21"
"43.13.0","43130","F","Tilraunaboranir og borvinna","Til þessarar greinar telst: - Boranir og taka borkjarna í tilraunaskyni í tengslum við byggingar, jarðeðlisfræðilegar og jarðfræðilegar athuganir eða í öðrum svipuðum tilgangi",,"Til þessarar greinar telst ekki: - Boranir brunna vegna olíu- eða jarðgasvinnslu, sjá 06.10, 06.20 - Tilraunaboranir og þjónustustarfsemi á námusvæðum, sjá 09.90 - Boranir fyrir vatnsbrunnum, sjá 42.21 - Boranir námustokka, sjá 43.99 - Olíu- og jarðg"
"43.21.0","43210","F","Raflagnir","Til þessarar greinar telst uppsetning rafkerfa í hvers konar byggingar og mannvirki. - Raflagnir og raftengi - Símalagnir, tölvulagnir, gervihnattadiskar, ljósleiðarar o.þ.h. - Lýsingarkerfi, brunaboðar og þjófavarnarkerfi - Lagning raflýsingar og mer","Til þessarar greinar telst ekki: - Bygging þjónustumannvirkja fyrir rafmagn og fjarskipti, sjá 42.22 - Eftirlit og fjargæsla rafrænna öryggiskerfa, s.s. þjófa- og brunavarnarkerfi, þ.m.t. uppsetning og viðhald þeirra, sjá 80.20",
"43.22.0","43220","F","Pípulagnir, uppsetning hitunar- og loftræstikerfa","Til þessarar greinar teljast pípulagnir, uppsetning hitunar- og loftræstikerfa, einnig viðbætur, breytingar, viðhald og viðgerðir.  Til þessarar greinar telst: - Uppsetning á eftirfarandi í byggingar eða önnur mannvirki: • pípulögnum, hreinlætistækjum",,
"43.29.0","43290","F","Önnur uppsetning í mannvirki","Til þessarar greinar telst uppsetning búnaðar að undanskildum raf-, pípulagna-, hitunar- og loftræstikerfum eða iðnaðarvélum í byggingar og mannvirki.  Til þessarar greinar telst: - Uppsetning búnaðar í byggingar eða önnur mannvirki, s.s. uppsetning  á",,"Til þessarar greinar telst ekki: - Uppsetning iðnaðarvéla, sjá 33.20"
"43.31.0","43310","F","Múrhúðun","Til þessarar greinar telst: - Múrhúðun eða pússning bygginga eða annarra mannvirkja innan eða utanhúss",,
"43.32.0","43320","F","Uppsetning innréttinga","Til þessarar greinar telst: - Ísetning hurða (þó ekki sjálfvirkra hurða eða snúningshurða), glugga, dyra- og gluggakarma  - Uppsetning eldhúsinnréttinga, innbyggðra skápa, stiga, verslunarinnréttinga o.þ.h.  - Frágangur innanhúss, t.d. vinna við loft, ",,"Til þessarar greinar telst ekki: - Uppsetning sjálfvirkra hurða og snúningshurða, sjá 43.29"
"43.33.0","43330","F","Lagning gólfefna og veggefna","Til þessarar greinar telst: - Lagning gólf- og veggefna í hús og önnur mannvirki: • keramíkflísar, steyptar flísar eða skornar steinflísar fyrir veggi og gólf, arinhleðsla • parket og annað gólfefni úr viði, veggklæðning úr viði • teppi og línóleumdúk",,
"43.34.1","43341","F","Málningarvinna","Til þessarar greinar telst: - Málun bygginga innanhúss og utan - Málun mannvirkja",,
"43.34.2","43342","F","Glerjun","Til þessarar greinar telst: - Ísetning glers, spegla o.þ.h.",,"Til þessarar greinar telst ekki: - Ísetning glugga, sjá 43.32"
"43.39.0","43390","F","Annar frágangur bygginga","Til þessarar greinar telst: - Hreinsun nýbygginga eftir smíði þeirra - Annar lokafrágangur á byggingum, ót.a.",,"Til þessarar greinar telst ekki: - Vinna við þök, sjá 43.91 - Starfsemi innanhússhönnuða, sjá 74.10 - Almenn hreinsun á byggingum og öðrum mannvirkjum að innanverðu, sjá 81.21 - Sérhæfð hreinsun bygginga innanhúss og utan, sjá 81.22"
"43.91.0","43910","F","Vinna við þök","Til þessarar greinar telst: - Uppsetning þaks og þakklæðning - Þakviðgerðir",,
"43.99.0","43990","F","Önnur ótalin sérhæfð byggingarstarfsemi","Til þessarar greinar telst: - Sérhæfð byggingarstarfsemi sem krefst sérstakrar hæfni eða sérstaks búnaðar: • vinna við raka- og vatnsþéttingu, fjarlæging raka úr byggingum • járnabinding • múrhleðsla og steinlögn • að setja upp og taka sundur vinnupa",,"Til þessarar greinar telst ekki: - Leiga á vinnuvélum og búnaði án stjórnanda, sjá 77.32"
"45.11.0","45110","G","Bílasala","Til þessarar greinar telst: - Heild- og smásala á nýjum og notuðum ökutækjum (léttari en 3,5 tonn), þó ekki vélhjólum: • einkabílar og önnur vélknúin ökutæki til farþegaflutninga, þ.m.t. sérhæfð ökutæki s.s. sjúkrabifreiðar og smárútur",,"Til þessarar greinar telst ekki: - Heild- og smásala á varahlutum og aukabúnaði í bíla, sjá 45.3 - Heild og smásala á vélhjólum, sjá 45.40"
"45.19.1","45191","G","Sala á húsbílum og húsvögnum","Til þessarar greinar telst: - Heild- og smásala á nýjum og notuðum ökutækjum og tengivögnum sem búin eru til útilegu s.s. húsbílum, hjólhýsum, fellihýsum og tjaldvögnum",,
"45.19.9","45199","G","Sala á öðrum ótöldum vélknúnum ökutækjum og tengivögnum","Til þessarar greinar telst: - Heild- og smásala á nýjum og notuðum ökutækjum (3,5 tonn eða þyngri), s.s. áætlunarbílum, vöruflutningabílum og tengivögnum","Til þessarar greinar telst einnig: - Heild- og smásala á torfærutækjum (3,5 tonn eða þyngri)","Til þessarar greinar telst ekki: - Heild- og smásala á varahlutum og aukabúnaði í bíla, sjá 45.3 - Heild og smásala á vélhjólum, sjá 45.40"
"45.20.1","45201","G","Almenn bílaverkstæði","Til þessarar greinar telst: - Viðgerðir á bílvélum og íhlutum í vélar - Almennt eftirlit, stillingar og skoðanir - Ryðvörn - Uppsetning hluta og aukabúnaðar sem ekki er þáttur í framleiðsluferlinu",,"Til þessarar greinar telst ekki: - Viðhald og viðgerðir á vélhjólum, sjá 45.40 - Dráttarþjónusta og vegaaðstoð, sjá 52.21"
"45.20.2","45202","G","Bílaréttingar og -sprautun","Til þessarar greinar telst - Viðgerðir á yfirbyggingum og íhlutum bíla - Sprautun og málun",,
"45.20.3","45203","G","Dekkjaverkstæði og smurstöðvar","Til þessarar greinar telst: - Hjólbarða- og slönguviðgerðir, uppsetning eða skipti - Starfsemi smurstöðva",,"Til þessarar greinar telst ekki: - Sólun notaðra hjólbarða, sjá 22.11"
"45.20.4","45204","G","Bón- og þvottastöðvar","Til þessarar greinar telst: - Þvottur, bón o.þ.h.",,
"45.31.0","45310","G","Heildverslun með varahluti og aukabúnað í bíla",,,
"45.32.0","45320","G","Smásala á varahlutum og aukabúnaði í bíla",,,
"45.40.0","45400","G","Sala, viðhald og viðgerðir vélhjóla og hluta og aukabúnaðar til þeirra","Til þessarar greinar telst: - Heildsala og smásala á vélhjólum, þ.m.t. reiðhjólum með hjálparvél  - Heildsala og smásala, þ.m.t. umboðssala og póstverslun, hluta og aukabúnaðar í vélhjól - Viðhald og viðgerðir á vélhjólum",,"Til þessarar greinar telst ekki: - Heildverslun með reiðhjól og hluti og aukabúnað til þeirra, sjá 46.49 - Smásala á reiðhjólum og hlutum og aukabúnaði til þeirra, sjá 47.64 - Viðgerðir og viðhald á reiðhjólum, sjá 95.29"
"46.11.0","46110","G","Umboðsverslun með hráefni úr landbúnaði, lifandi dýr, textílhráefni og hálfunna vöru",,,"Til þessarar greinar telst ekki: - Heildverslun í eigin nafni, sjá 46.2 til 46.9 - Smásala umboðssala utan verslana, sjá 47.99"
"46.12.0","46120","G","Umboðsverslun með eldsneyti, málmgrýti, málma og íðefni til iðnaðarnota",,,"Til þessarar greinar telst ekki: - Heildverslun í eigin nafni, sjá 46.2 til 46.9 - Smásala umboðssala utan verslana, sjá 47.99"
"46.13.0","46130","G","Umboðsverslun með timbur og byggingarefni",,,"Til þessarar greinar telst ekki: - Heildverslun í eigin nafni, sjá 46.2 til 46.9 - Smásala umboðssala utan verslana, sjá 47.99"
"46.14.0","46140","G","Umboðsverslun með vélar, iðnaðarvélar, skip og loftför","Til þessarar greinar telst umboðsverslun með vélar, þ.m.t. skrifstofuvélar og tölvur, iðnaðarvélar, skip og loftför.",,"Til þessarar greinar telst ekki: - Umboðsverslun með vélknúin ökutæki, sjá 45.1 - Uppboð á vélknúnum ökutækjum, sjá 45.1 - Heildverslun í eigin nafni, sjá 46.5, 46.6 - Smásala umboðssala utan verslana, sjá 47.99"
"46.15.0","46150","G","Umboðsverslun með húsgögn, heimilisbúnað og járnvörur",,,"Til þessarar greinar telst ekki: - Heildverslun í eigin nafni, sjá 46.2 til 46.9 - Smásala umboðssala utan verslana, sjá 47.99"
"46.16.0","46160","G","Umboðsverslun með textílefni, fatnað, loðfelda, skófatnað og leðurvörur",,,"Til þessarar greinar telst ekki: - Heildverslun í eigin nafni, sjá 46.2 til 46.9 - Smásala umboðssala utan verslana, sjá 47.99"
"46.17.1","46171","G","Umboðsverslun með fisk og fiskafurðir",,,"Til þessarar greinar telst ekki: - Heildverslun í eigin nafni, sjá 46.2 til 46.9 - Smásala umboðssala utan verslana, sjá 47.99"
