"ÍSAT95","Ísat_heiti","ÍSAT2008","ÍSAT2008_heiti"
"90000","Skólpveitur, sorphreinsun, hreinsunardeildir og skyld starfsemi","38110","Söfnun hættulítils sorps"
"90000","Skólpveitur, sorphreinsun, hreinsunardeildir og skyld starfsemi","81290","Önnur ótalin hreingerningarþjónusta"
"90000","Skólpveitur, sorphreinsun, hreinsunardeildir og skyld starfsemi","39000","Afmengun og önnur þjónusta við meðhöndlun úrgangs"
"90000","Skólpveitur, sorphreinsun, hreinsunardeildir og skyld starfsemi","37000","Fráveita"
,,"98100","Framleiðsla á heimilum á ýmis konar vöru til eigin nota"
,,"98200","Þjónustustarfsemi á heimilum í eigin þágu"
"17100","Forvinnsla og spuni á textíltrefjum","13100","Forvinnsla og spuni á textíltrefjum"
"45200","Húsbyggingar og önnur mannvirkjagerð","42910","Gerð vatnsmannvirkja"
"45200","Húsbyggingar og önnur mannvirkjagerð","41200","Bygging íbúðar- og atvinnuhúsnæðis"
"45200","Húsbyggingar og önnur mannvirkjagerð","42130","Brúarsmíði og jarðgangagerð"
"45200","Húsbyggingar og önnur mannvirkjagerð","42220","Bygging þjónustumannvirkja fyrir rafmagn og fjarskipti"
"45200","Húsbyggingar og önnur mannvirkjagerð","43910","Vinna við þök"
"45200","Húsbyggingar og önnur mannvirkjagerð","42990","Bygging annarra ótalinna mannvirkja"
"45200","Húsbyggingar og önnur mannvirkjagerð","42110","Vegagerð"
"23200","Framleiðsla á hreinsuðum olíuvörum","19200","Framleiðsla á hreinsuðum olíuvörum"
"23300","Framleiðsla efna til kjarnorkueldsneytis","24460","Vinnsla á kjarnorkueldsneyti"
"24110","Framleiðsla á iðnaðargasi","20110","Framleiðsla á iðnaðargasi"
"24120","Framleiðsla á lit og litarefnum","20120","Framleiðsla á lit og litarefnum"
"24130","Framleiðsla á öðrum ólífrænum grunnefnum til efnaiðnaðar","20130","Framleiðsla á öðrum ólífrænum grunnefnum til efnaiðnaðar"
"24140","Framleiðsla á öðrum lífrænum grunnefnum til efnaiðnaðar","20140","Framleiðsla á öðrum lífrænum grunnefnum til efnaiðnaðar"
"24150","Framleiðsla á tilbúnum áburði o.fl.","20150","Framleiðsla á tilbúnum áburði og köfnunarefnissamböndum"
"24160","Framleiðsla á plasthráefnum","20160","Framleiðsla á plasthráefnum"
"24170","Framleiðsla á gervigúmmíi til úrvinnslu","20170","Framleiðsla á syntetísku gúmmíi til úrvinnslu"
"24200","Framleiðsla á skordýra- og illgresiseyði og öðrum  efnum til nota í landbúnaði","20200","Framleiðsla á skordýra- og illgresiseyði og öðrum efnum til nota í landbúnaði"
"24300","Framleiðsla á málningu, þekju-, fylli- og þéttiefnum","20300","Framleiðsla á málningu, lökkum og svipuðum þekjuefnum, prentbleki og fylli- og þéttiefnum"
"24410","Framleiðsla á hráefnum til lyfjagerðar","21100","Framleiðsla á efnum til lyfjagerðar"
"24420","Lyfjagerð","32500","Framleiðsla á tækjum og vörum til lækninga og tannlækninga"
"24420","Lyfjagerð","21200","Lyfjaframleiðsla"
"24510","Framleiðsla á sápu, hreinsi- og þvottaefnum, hreingerningar- og fægiefnum","20410","Framleiðsla á sápu, hreinsi- og þvottaefnum, hreingerningar- og fægiefnum"
"24520","Ilmvatns- og snyrtivöruframleiðsla","20420","Framleiðsla á ilmvatni og snyrtivörum"
"24610","Framleiðsla á sprengiefnum","20510","Framleiðsla á sprengiefnum"
"24620","Límframleiðsla","20520","Framleiðsla á lími"
"24630","Framleiðsla á rokgjörnum olíum","20530","Framleiðsla á ilmolíum"
"24640","Framleiðsla á efnum til ljósmyndagerðar","20590","Framleiðsla á annarri ótalinni efnavöru"
"24650","Framleiðsla á hljóð- og myndböndum, seguldiskum og segulböndum fyrir tölvur","26800","Framleiðsla á segul- og optískum miðlum"
"24660","Annar ótalinn efnaiðnaður","20590","Framleiðsla á annarri ótalinni efnavöru"
"24700","Framleiðsla gerviþráðar","20600","Framleiðsla gerviþráðar"
"25110","Framleiðsla á gúmmíhjólbörðum og hjólbarðaslöngum","22110","Framleiðsla á gúmmíhjólbörðum og hjólbarðaslöngum, sólun notaðra gúmmíhjólbarða"
"36130","Innréttingasmíði","31090","Framleiðsla á öðrum húsgögnum og innréttingum"
"36140","Annar húsgagnaiðnaður og húsgagnaviðgerðir","95240","Viðgerðir á húsgögnum og áklæðum"
"36140","Annar húsgagnaiðnaður og húsgagnaviðgerðir","31090","Framleiðsla á öðrum húsgögnum og innréttingum"
"36150","Dýnuframleiðsla","31030","Framleiðsla á dýnum"
"36210","Myntslátta","32110","Myntslátta"
"36220","Skartgripasmíði og önnur ótalin gull- og silfursmíði","32120","Skartgripasmíði og skyld framleiðsla"
"36300","Hljóðfærasmíði","32200","Hljóðfærasmíði"
"36400","Sportvörugerð","32300","Framleiðsla á íþróttavörum"
"36500","Leikfangagerð","32400","Framleiðsla á spilum og leikföngum"
"36610","Framleiðsla óekta skartgripa","32130","Framleiðsla á óekta skartgripum og skyldum vörum"
"36620","Burstagerð","32910","Framleiðsla á sópum og burstum"
"36630","Annar ótalinn iðnaður","32990","Önnur ótalin framleiðsla"
"37100","Endurvinnsla málma og brotajárns","38310","Niðurrif á ónýtum hlutum"
"37100","Endurvinnsla málma og brotajárns","38320","Endurnýting flokkaðra efna"
"37200","Endurvinnsla á öðru en málmum","38320","Endurnýting flokkaðra efna"
"40100","Rafmagnsveitur","35110","Framleiðsla rafmagns"
"40200","Gasveitur","35220","Dreifing á loftkenndu eldsneyti um leiðslur"
"40200","Gasveitur","35230","Viðskipti með gas um leiðslur"
"40300","Hitaveitur","35300","Hitaveita; kæli- og loftræstiveita"
"41000","Vatnsveitur","36000","Vatnsveita, öflun og meðferð vatns"
"45110","Niðurrif bygginga og jarðvegsvinna","43110","Niðurrif"
"45110","Niðurrif bygginga og jarðvegsvinna","43120","Undirbúningsvinna á byggingarsvæði"
"45120","Boranir vegna bygginga og mannvirkja","43130","Tilraunaboranir og borvinna"
"45200","Húsbyggingar og önnur mannvirkjagerð","42210","Gerð þjónustumannvirkja fyrir vatn"
"45200","Húsbyggingar og önnur mannvirkjagerð","43990","Önnur ótalin sérhæfð byggingarstarfsemi"
"45310","Raf- og boðlagnir; starfsemi rafverktaka","43210","Raflagnir"
"45320","Einangrun","43290","Önnur uppsetning í mannvirki"
"45330","Pípulagnir","43220","Pípulagnir, uppsetning hitunar- og loftræstikerfa"
"45410","Múrverk","43310","Múrhúðun"
"45420","Húsasmíði og uppsetning innréttinga","43320","Uppsetning innréttinga"
"45200","Húsbyggingar og önnur mannvirkjagerð","42120","Lagning járnbrauta og neðanjarðarjárnbrauta"
"05030","Þjónusta við fiskveiðar","35300","Hitaveita; kæli- og loftræstiveita"
